country,commodity,year,loss_percentage,food_supply_stage
Ukraine,Apples,2013,7.5,Households
Ukraine,Apples,2013,10.0,Farm
Ukraine,Apples,2013,15.0,Farm
Ukraine,Apples,2013,5.0,Processing
Ukraine,Apples,2013,5.0,Processing
Ukraine,Apples,2013,7.5,Farm
Ukraine,Apples,2013,18.5,Processing
Ukraine,Apples,2013,5.0,Households
Ukraine,Apples,2013,5.0,Wholesale
Ukraine,Apples,2013,7.5,Households
Ukraine,Apples,2013,5.0,Processing
Ukraine,Apples,2013,7.5,Households
Ukraine,Apples,2013,35.0,Post-harvest
Egypt,Tomatoes,2013,43.0,Post-harvest
Egypt,Grapes,2013,28.0,Post-harvest
United Kingdom of Great Britain and Northern Ireland,Cabbages,2016,25.0,Harvest
United Kingdom of Great Britain and Northern Ireland,Cauliflowers and broccoli,2016,20.0,Harvest
United Kingdom of Great Britain and Northern Ireland,Lettuce and chicory,2016,45.0,Harvest
United Kingdom of Great Britain and Northern Ireland,Carrots and turnips,2016,40.0,Harvest
United Kingdom of Great Britain and Northern Ireland,Raspberries,2016,5.0,Harvest
United Kingdom of Great Britain and Northern Ireland,Strawberries,2016,1.0,Harvest
United Kingdom of Great Britain and Northern Ireland,Strawberries,2016,5.0,Harvest
United Kingdom of Great Britain and Northern Ireland,Strawberries,2016,10.0,Harvest
United Kingdom of Great Britain and Northern Ireland,Blueberries,2016,5.0,Harvest
United Kingdom of Great Britain and Northern Ireland,Cauliflowers and broccoli,2014,2.3,Retail
United Kingdom of Great Britain and Northern Ireland,Cauliflowers and broccoli,2014,3.0,Grading
United Kingdom of Great Britain and Northern Ireland,Lettuce and chicory,2014,1.0,Packing
United Kingdom of Great Britain and Northern Ireland,Lettuce and chicory,2014,2.0,Retail
United Kingdom of Great Britain and Northern Ireland,Lettuce and chicory,2014,1.3,Storage
United Kingdom of Great Britain and Northern Ireland,Tomatoes,2014,2.8,Retail
United Kingdom of Great Britain and Northern Ireland,Tomatoes,2014,7.0,Grading
United Kingdom of Great Britain and Northern Ireland,Tomatoes,2014,4.0,Packing
United Kingdom of Great Britain and Northern Ireland,"Onions and shallots, green",2014,0.8,Retail
United Kingdom of Great Britain and Northern Ireland,"Onions and shallots, green",2014,2.5,Packing
United Kingdom of Great Britain and Northern Ireland,"Onions and shallots, green",2014,6.5,Storage
United Kingdom of Great Britain and Northern Ireland,"Onions and shallots, green",2014,14.5,Grading
United Kingdom of Great Britain and Northern Ireland,Avocados,2014,3.8,Retail
United Kingdom of Great Britain and Northern Ireland,Avocados,2014,3.0,Packing
United Kingdom of Great Britain and Northern Ireland,Avocados,2014,30.0,Grading
United Kingdom of Great Britain and Northern Ireland,Avocados,2014,5.0,Storage
United Kingdom of Great Britain and Northern Ireland,Bananas,2014,3.0,Grading
United Kingdom of Great Britain and Northern Ireland,Bananas,2014,2.0,Retail
United Kingdom of Great Britain and Northern Ireland,Bananas,2014,1.5,Packing
United Kingdom of Great Britain and Northern Ireland,Apples,2014,15.0,Grading
United Kingdom of Great Britain and Northern Ireland,Apples,2014,2.5,Retail
United Kingdom of Great Britain and Northern Ireland,Apples,2014,5.5,Packing
United Kingdom of Great Britain and Northern Ireland,Apples,2014,3.5,Storage
United Kingdom of Great Britain and Northern Ireland,Raspberries,2014,2.5,Retail
United Kingdom of Great Britain and Northern Ireland,Raspberries,2014,1.0,Grading
United Kingdom of Great Britain and Northern Ireland,Raspberries,2014,2.5,Packing
United Kingdom of Great Britain and Northern Ireland,Strawberries,2014,3.0,Retail
United Kingdom of Great Britain and Northern Ireland,Strawberries,2014,0.5,Storage
United Kingdom of Great Britain and Northern Ireland,Strawberries,2014,1.0,Grading
United Kingdom of Great Britain and Northern Ireland,Strawberries,2014,2.5,Packing
United Kingdom of Great Britain and Northern Ireland,"Onions and shallots, green",2011,0.8,
United Kingdom of Great Britain and Northern Ireland,"Onions and shallots, green",2011,0.8,
United Kingdom of Great Britain and Northern Ireland,Avocados,2011,3.8,
United Kingdom of Great Britain and Northern Ireland,Avocados,2011,3.8,
United Kingdom of Great Britain and Northern Ireland,Cauliflowers and broccoli,2011,2.3,Retail
United Kingdom of Great Britain and Northern Ireland,Cauliflowers and broccoli,2011,10.0,Farm
United Kingdom of Great Britain and Northern Ireland,Cauliflowers and broccoli,2011,3.0,Farm
United Kingdom of Great Britain and Northern Ireland,Lettuce and chicory,2011,1.3,Storage
United Kingdom of Great Britain and Northern Ireland,Lettuce and chicory,2011,7.5,Farm
United Kingdom of Great Britain and Northern Ireland,Lettuce and chicory,2011,2.0,Retail
United Kingdom of Great Britain and Northern Ireland,Lettuce and chicory,2011,1.0,Packing
United Kingdom of Great Britain and Northern Ireland,Tomatoes,2011,4.0,Packing
United Kingdom of Great Britain and Northern Ireland,Tomatoes,2011,2.8,Retail
United Kingdom of Great Britain and Northern Ireland,Tomatoes,2011,7.0,Grading
United Kingdom of Great Britain and Northern Ireland,Tomatoes,2011,5.0,Farm
United Kingdom of Great Britain and Northern Ireland,"Onions and shallots, green",2011,4.0,Farm
United Kingdom of Great Britain and Northern Ireland,"Onions and shallots, green",2011,14.5,Farm
United Kingdom of Great Britain and Northern Ireland,"Onions and shallots, green",2011,0.8,Retail
United Kingdom of Great Britain and Northern Ireland,"Onions and shallots, green",2011,6.5,Storage
United Kingdom of Great Britain and Northern Ireland,"Onions and shallots, green",2011,2.5,Packing
United Kingdom of Great Britain and Northern Ireland,Avocados,2011,3.8,Retail
United Kingdom of Great Britain and Northern Ireland,Avocados,2011,30.0,Farm
United Kingdom of Great Britain and Northern Ireland,Avocados,2011,5.0,Storage
United Kingdom of Great Britain and Northern Ireland,Avocados,2011,3.0,Packing
United Kingdom of Great Britain and Northern Ireland,Bananas,2011,1.5,Packing
United Kingdom of Great Britain and Northern Ireland,Bananas,2011,2.0,Retail
United Kingdom of Great Britain and Northern Ireland,Bananas,2011,3.0,Farm
United Kingdom of Great Britain and Northern Ireland,"Other citrus fruit, n.e.c.",2011,3.0,Farm
United Kingdom of Great Britain and Northern Ireland,"Other citrus fruit, n.e.c.",2011,0.3,Packing
United Kingdom of Great Britain and Northern Ireland,"Other citrus fruit, n.e.c.",2011,3.8,Retail
United Kingdom of Great Britain and Northern Ireland,Apples,2011,15.0,Farm
United Kingdom of Great Britain and Northern Ireland,Apples,2011,3.5,Storage
United Kingdom of Great Britain and Northern Ireland,Apples,2011,5.5,Packing
United Kingdom of Great Britain and Northern Ireland,Apples,2011,2.5,Retail
United Kingdom of Great Britain and Northern Ireland,Raspberries,2011,2.0,Farm
United Kingdom of Great Britain and Northern Ireland,Raspberries,2011,2.5,Retail
United Kingdom of Great Britain and Northern Ireland,Strawberries,2011,2.5,Farm
United Kingdom of Great Britain and Northern Ireland,Strawberries,2011,0.5,Storage
United Kingdom of Great Britain and Northern Ireland,Strawberries,2011,3.0,Retail
United Kingdom of Great Britain and Northern Ireland,Strawberries,2011,1.0,Grading
United Kingdom of Great Britain and Northern Ireland,Apples,2011,39.0,Whole supply chain
United Republic of Tanzania,"Mangoes, guavas and mangosteens",2015,15.1,Wholesale
United Republic of Tanzania,"Mangoes, guavas and mangosteens",2015,2.6,Harvest
United Republic of Tanzania,"Mangoes, guavas and mangosteens",2015,30.6,Wholesale
United Republic of Tanzania,"Mangoes, guavas and mangosteens",2015,10.6,Transport
United Republic of Tanzania,"Mangoes, guavas and mangosteens",2013,20.0,Trader
United Republic of Tanzania,"Mangoes, guavas and mangosteens",2013,63.0,Trader
United Republic of Tanzania,"Mangoes, guavas and mangosteens",2013,17.0,Trader
United Republic of Tanzania,"Mangoes, guavas and mangosteens",2013,40.0,Farm
United Republic of Tanzania,"Mangoes, guavas and mangosteens",2011,7.1,Wholesale
United Republic of Tanzania,"Mangoes, guavas and mangosteens",2011,9.3,Wholesale
United States of America,Asparagus,2017,9.0,Wholesale
United States of America,Cabbages,2017,12.0,Wholesale
United States of America,Cabbages,2017,12.0,Wholesale
United States of America,Cabbages,2017,7.0,Wholesale
United States of America,Cabbages,2017,8.0,Wholesale
United States of America,Cabbages,2017,12.0,Wholesale
United States of America,Cauliflowers and broccoli,2017,8.0,Wholesale
United States of America,Cauliflowers and broccoli,2017,8.0,Wholesale
United States of America,Lettuce and chicory,2017,7.0,Wholesale
United States of America,Lettuce and chicory,2017,10.0,Wholesale
United States of America,Lettuce and chicory,2017,7.0,Wholesale
United States of America,Spinach,2017,12.0,Wholesale
United States of America,Artichokes,2017,7.0,Wholesale
United States of America,Watermelons,2017,10.0,Wholesale
United States of America,Cantaloupes and other melons,2017,8.0,Wholesale
United States of America,Cantaloupes and other melons,2017,8.0,Wholesale
United States of America,"Chillies and peppers, green (<i>Capsicum</i> spp. and <i>Pimenta</i> spp.)",2017,8.0,Wholesale
United States of America,Cucumbers and gherkins,2017,8.0,Wholesale
United States of America,Eggplants (aubergines),2017,10.0,Wholesale
United States of America,Tomatoes,2017,15.0,Wholesale
United States of America,"Pumpkins, squash and gourds",2017,10.0,Wholesale
United States of America,"Pumpkins, squash and gourds",2017,10.0,Wholesale
United States of America,Okra,2017,12.0,Wholesale
United States of America,"Other beans, green",2017,6.0,Wholesale
United States of America,"Other beans, green",2017,8.0,Wholesale
United States of America,Carrots and turnips,2017,12.0,Wholesale
United States of America,Carrots and turnips,2017,3.0,Wholesale
United States of America,Green garlic,2017,19.0,Wholesale
United States of America,"Onions and shallots, green",2017,6.0,Wholesale
United States of America,Mushrooms and truffles,2017,6.0,Wholesale
United States of America,Green corn (maize),2017,8.0,Wholesale
United States of America,"Other vegetables, fresh n.e.c.",2017,7.0,Wholesale
United States of America,Avocados,2017,6.0,Wholesale
United States of America,"Mangoes, guavas and mangosteens",2017,5.0,Wholesale
United States of America,Papayas,2017,5.0,Wholesale
United States of America,Pineapples,2017,5.0,Wholesale
United States of America,Pomelos and grapefruits,2017,3.0,Wholesale
United States of America,Pomelos and grapefruits,2017,3.0,Wholesale
United States of America,Lemons and limes,2017,5.0,Wholesale
United States of America,Lemons and limes,2017,4.0,Wholesale
United States of America,"Tangerines, mandarins, clementines",2017,5.0,Wholesale
United States of America,Grapes,2017,9.0,Wholesale
United States of America,Apples,2017,4.0,Wholesale
United States of America,Pears,2017,5.0,Wholesale
United States of America,Apricots,2017,9.0,Wholesale
United States of America,Peaches and nectarines,2017,5.0,Wholesale
United States of America,Plums and sloes,2017,5.0,Wholesale
United States of America,Kiwi fruit,2017,9.0,Wholesale
United States of America,Raspberries,2017,8.0,Wholesale
United States of America,Strawberries,2017,8.0,Wholesale
United States of America,Blueberries,2017,8.0,Wholesale
United States of America,Cranberries,2017,4.0,Wholesale
United States of America,Canned mushrooms,2017,35.0,Wholesale
United States of America,Orange juice,2017,47.8,Wholesale
United States of America,Grapefruit juice,2017,47.6,Wholesale
United States of America,Pineapple juice,2017,41.3,Wholesale
United States of America,Grape juice,2017,19.1,Wholesale
United States of America,Apple juice,2017,26.7,Wholesale
United States of America,Asparagus,2016,9.0,Wholesale
United States of America,Cabbages,2016,7.0,Wholesale
United States of America,Cabbages,2016,12.0,Wholesale
United States of America,Cabbages,2016,12.0,Wholesale
United States of America,Cabbages,2016,8.0,Wholesale
United States of America,Cabbages,2016,12.0,Wholesale
United States of America,Cauliflowers and broccoli,2016,8.0,Wholesale
United States of America,Cauliflowers and broccoli,2016,8.0,Wholesale
United States of America,Lettuce and chicory,2016,7.0,Wholesale
United States of America,Lettuce and chicory,2016,7.0,Wholesale
United States of America,Lettuce and chicory,2016,10.0,Wholesale
United States of America,Spinach,2016,12.0,Wholesale
United States of America,Artichokes,2016,7.0,Wholesale
United States of America,Watermelons,2016,10.0,Wholesale
United States of America,Cantaloupes and other melons,2016,8.0,Wholesale
United States of America,Cantaloupes and other melons,2016,8.0,Wholesale
United States of America,"Chillies and peppers, green (<i>Capsicum</i> spp. and <i>Pimenta</i> spp.)",2016,8.0,Wholesale
United States of America,Cucumbers and gherkins,2016,8.0,Wholesale
United States of America,Eggplants (aubergines),2016,10.0,Wholesale
United States of America,Tomatoes,2016,15.0,Wholesale
United States of America,"Pumpkins, squash and gourds",2016,10.0,Wholesale
United States of America,"Pumpkins, squash and gourds",2016,10.0,Wholesale
United States of America,Okra,2016,12.0,Wholesale
United States of America,"Other beans, green",2016,8.0,Wholesale
United States of America,"Other beans, green",2016,6.0,Wholesale
United States of America,Carrots and turnips,2016,3.0,Wholesale
United States of America,Carrots and turnips,2016,12.0,Wholesale
United States of America,Green garlic,2016,19.0,Wholesale
United States of America,"Onions and shallots, green",2016,6.0,Wholesale
United States of America,Mushrooms and truffles,2016,6.0,Wholesale
United States of America,Green corn (maize),2016,8.0,Wholesale
United States of America,"Other vegetables, fresh n.e.c.",2016,7.0,Wholesale
United States of America,Avocados,2016,6.0,Wholesale
United States of America,"Mangoes, guavas and mangosteens",2016,5.0,Wholesale
United States of America,Papayas,2016,5.0,Wholesale
United States of America,Pineapples,2016,5.0,Wholesale
United States of America,Pomelos and grapefruits,2016,3.0,Wholesale
United States of America,Pomelos and grapefruits,2016,3.0,Wholesale
United States of America,Lemons and limes,2016,4.0,Wholesale
United States of America,Lemons and limes,2016,5.0,Wholesale
United States of America,"Tangerines, mandarins, clementines",2016,5.0,Wholesale
United States of America,Grapes,2016,9.0,Wholesale
United States of America,Apples,2016,4.0,Wholesale
United States of America,Pears,2016,5.0,Wholesale
United States of America,Apricots,2016,9.0,Wholesale
United States of America,Peaches and nectarines,2016,5.0,Wholesale
United States of America,Plums and sloes,2016,5.0,Wholesale
United States of America,Kiwi fruit,2016,9.0,Wholesale
United States of America,Raspberries,2016,8.0,Wholesale
United States of America,Strawberries,2016,8.0,Wholesale
United States of America,Blueberries,2016,8.0,Wholesale
United States of America,Cranberries,2016,4.0,Wholesale
United States of America,Canned mushrooms,2016,35.0,Wholesale
United States of America,Orange juice,2016,46.4,Wholesale
United States of America,Grapefruit juice,2016,46.6,Wholesale
United States of America,Pineapple juice,2016,41.3,Wholesale
United States of America,Grape juice,2016,19.1,Wholesale
United States of America,Apple juice,2016,26.7,Wholesale
United States of America,Asparagus,2015,9.0,Wholesale
United States of America,Cabbages,2015,12.0,Wholesale
United States of America,Cabbages,2015,7.0,Wholesale
United States of America,Cabbages,2015,12.0,Wholesale
United States of America,Cabbages,2015,8.0,Wholesale
United States of America,Cabbages,2015,12.0,Wholesale
United States of America,Cauliflowers and broccoli,2015,8.0,Wholesale
United States of America,Cauliflowers and broccoli,2015,8.0,Wholesale
United States of America,Lettuce and chicory,2015,7.0,Wholesale
United States of America,Lettuce and chicory,2015,10.0,Wholesale
United States of America,Lettuce and chicory,2015,7.0,Wholesale
United States of America,Spinach,2015,12.0,Wholesale
United States of America,Artichokes,2015,7.0,Wholesale
United States of America,Watermelons,2015,10.0,Wholesale
United States of America,Cantaloupes and other melons,2015,8.0,Wholesale
United States of America,Cantaloupes and other melons,2015,8.0,Wholesale
United States of America,"Chillies and peppers, green (<i>Capsicum</i> spp. and <i>Pimenta</i> spp.)",2015,8.0,Wholesale
United States of America,Cucumbers and gherkins,2015,8.0,Wholesale
United States of America,Eggplants (aubergines),2015,10.0,Wholesale
United States of America,Tomatoes,2015,15.0,Wholesale
United States of America,"Pumpkins, squash and gourds",2015,10.0,Wholesale
United States of America,"Pumpkins, squash and gourds",2015,10.0,Wholesale
United States of America,Okra,2015,12.0,Wholesale
United States of America,"Other beans, green",2015,8.0,Wholesale
United States of America,"Other beans, green",2015,6.0,Wholesale
United States of America,Carrots and turnips,2015,3.0,Wholesale
United States of America,Carrots and turnips,2015,12.0,Wholesale
United States of America,Green garlic,2015,19.0,Wholesale
United States of America,"Onions and shallots, green",2015,6.0,Wholesale
United States of America,Mushrooms and truffles,2015,6.0,Wholesale
United States of America,Green corn (maize),2015,8.0,Wholesale
United States of America,"Other vegetables, fresh n.e.c.",2015,7.0,Wholesale
United States of America,Avocados,2015,6.0,Wholesale
United States of America,"Mangoes, guavas and mangosteens",2015,5.0,Wholesale
United States of America,Papayas,2015,5.0,Wholesale
United States of America,Pineapples,2015,5.0,Wholesale
United States of America,Pomelos and grapefruits,2015,3.0,Wholesale
United States of America,Pomelos and grapefruits,2015,3.0,Wholesale
United States of America,Lemons and limes,2015,4.0,Wholesale
United States of America,Lemons and limes,2015,5.0,Wholesale
United States of America,"Tangerines, mandarins, clementines",2015,5.0,Wholesale
United States of America,Grapes,2015,9.0,Wholesale
United States of America,Apples,2015,4.0,Wholesale
United States of America,Pears,2015,5.0,Wholesale
United States of America,Apricots,2015,9.0,Wholesale
United States of America,Peaches and nectarines,2015,5.0,Wholesale
United States of America,Plums and sloes,2015,5.0,Wholesale
United States of America,Kiwi fruit,2015,9.0,Wholesale
United States of America,Raspberries,2015,8.0,Wholesale
United States of America,Strawberries,2015,8.0,Wholesale
United States of America,Blueberries,2015,8.0,Wholesale
United States of America,Cranberries,2015,4.0,Wholesale
United States of America,Canned mushrooms,2015,35.0,Wholesale
United States of America,Orange juice,2015,43.7,Wholesale
United States of America,Grapefruit juice,2015,46.8,Wholesale
United States of America,Pineapple juice,2015,41.3,Wholesale
United States of America,Grape juice,2015,19.1,Wholesale
United States of America,Apple juice,2015,26.7,Wholesale
United States of America,Asparagus,2014,9.0,Wholesale
United States of America,Cabbages,2014,12.0,Wholesale
United States of America,Cabbages,2014,12.0,Wholesale
United States of America,Cabbages,2014,12.0,Wholesale
United States of America,Cabbages,2014,8.0,Wholesale
United States of America,Cabbages,2014,7.0,Wholesale
United States of America,Cauliflowers and broccoli,2014,8.0,Wholesale
United States of America,Cauliflowers and broccoli,2014,8.0,Wholesale
United States of America,Lettuce and chicory,2014,7.0,Wholesale
United States of America,Lettuce and chicory,2014,10.0,Wholesale
United States of America,Lettuce and chicory,2014,7.0,Wholesale
United States of America,Spinach,2014,12.0,Wholesale
United States of America,Artichokes,2014,7.0,Wholesale
United States of America,Watermelons,2014,10.0,Wholesale
United States of America,Cantaloupes and other melons,2014,8.0,Wholesale
United States of America,Cantaloupes and other melons,2014,8.0,Wholesale
United States of America,"Chillies and peppers, green (<i>Capsicum</i> spp. and <i>Pimenta</i> spp.)",2014,8.0,Wholesale
United States of America,Cucumbers and gherkins,2014,8.0,Wholesale
United States of America,Eggplants (aubergines),2014,10.0,Wholesale
United States of America,Tomatoes,2014,15.0,Wholesale
United States of America,"Pumpkins, squash and gourds",2014,10.0,Wholesale
United States of America,"Pumpkins, squash and gourds",2014,10.0,Wholesale
United States of America,Okra,2014,12.0,Wholesale
United States of America,"Other beans, green",2014,8.0,Wholesale
United States of America,"Other beans, green",2014,6.0,Wholesale
United States of America,Carrots and turnips,2014,3.0,Wholesale
United States of America,Carrots and turnips,2014,12.0,Wholesale
United States of America,Green garlic,2014,19.0,Wholesale
United States of America,"Onions and shallots, green",2014,6.0,Wholesale
United States of America,Mushrooms and truffles,2014,6.0,Wholesale
United States of America,Green corn (maize),2014,8.0,Wholesale
United States of America,"Other vegetables, fresh n.e.c.",2014,7.0,Wholesale
United States of America,Avocados,2014,6.0,Wholesale
United States of America,"Mangoes, guavas and mangosteens",2014,5.0,Wholesale
United States of America,Papayas,2014,5.0,Wholesale
United States of America,Pineapples,2014,5.0,Wholesale
United States of America,Pomelos and grapefruits,2014,3.0,Wholesale
United States of America,Pomelos and grapefruits,2014,3.0,Wholesale
United States of America,Lemons and limes,2014,5.0,Wholesale
United States of America,Lemons and limes,2014,4.0,Wholesale
United States of America,"Tangerines, mandarins, clementines",2014,5.0,Wholesale
United States of America,Grapes,2014,9.0,Wholesale
United States of America,Apples,2014,4.0,Wholesale
United States of America,Pears,2014,5.0,Wholesale
United States of America,Apricots,2014,9.0,Wholesale
United States of America,Peaches and nectarines,2014,5.0,Wholesale
United States of America,Plums and sloes,2014,5.0,Wholesale
United States of America,Kiwi fruit,2014,9.0,Wholesale
United States of America,Raspberries,2014,8.0,Wholesale
United States of America,Strawberries,2014,8.0,Wholesale
United States of America,Blueberries,2014,8.0,Wholesale
United States of America,Cranberries,2014,4.0,Wholesale
United States of America,Canned mushrooms,2014,35.0,Wholesale
United States of America,Orange juice,2014,41.3,Wholesale
United States of America,Grapefruit juice,2014,44.4,Wholesale
United States of America,Pineapple juice,2014,41.3,Wholesale
United States of America,Grape juice,2014,19.1,Wholesale
United States of America,Apple juice,2014,26.7,Wholesale
United States of America,Carrots and turnips,2014,63.0,Retail
United States of America,Green corn (maize),2014,2.0,Retail
United States of America,Bananas,2014,4.0,Retail
United States of America,Papayas,2014,43.0,Retail
United States of America,"Other fruits, n.e.c.",2014,9.0,Whole supply chain
United States of America,"Other fruits, n.e.c.",2014,12.3,Retail
United States of America,Asparagus,2013,9.0,Wholesale
United States of America,Cabbages,2013,7.0,Wholesale
United States of America,Cabbages,2013,8.0,Wholesale
United States of America,Cabbages,2013,12.0,Wholesale
United States of America,Cabbages,2013,12.0,Wholesale
United States of America,Cabbages,2013,12.0,Wholesale
United States of America,Cauliflowers and broccoli,2013,8.0,Wholesale
United States of America,Cauliflowers and broccoli,2013,8.0,Wholesale
United States of America,Lettuce and chicory,2013,7.0,Wholesale
United States of America,Lettuce and chicory,2013,10.0,Wholesale
United States of America,Lettuce and chicory,2013,7.0,Wholesale
United States of America,Spinach,2013,12.0,Wholesale
United States of America,Artichokes,2013,7.0,Wholesale
United States of America,Watermelons,2013,10.0,Wholesale
United States of America,Cantaloupes and other melons,2013,8.0,Wholesale
United States of America,Cantaloupes and other melons,2013,8.0,Wholesale
United States of America,"Chillies and peppers, green (<i>Capsicum</i> spp. and <i>Pimenta</i> spp.)",2013,8.0,Wholesale
United States of America,Cucumbers and gherkins,2013,8.0,Wholesale
United States of America,Eggplants (aubergines),2013,10.0,Wholesale
United States of America,Tomatoes,2013,15.0,Wholesale
United States of America,"Pumpkins, squash and gourds",2013,10.0,Wholesale
United States of America,"Pumpkins, squash and gourds",2013,10.0,Wholesale
United States of America,Okra,2013,12.0,Wholesale
United States of America,"Other beans, green",2013,8.0,Wholesale
United States of America,"Other beans, green",2013,6.0,Wholesale
United States of America,Carrots and turnips,2013,12.0,Wholesale
United States of America,Carrots and turnips,2013,3.0,Wholesale
United States of America,Green garlic,2013,19.0,Wholesale
United States of America,"Onions and shallots, green",2013,6.0,Wholesale
United States of America,Mushrooms and truffles,2013,6.0,Wholesale
United States of America,Green corn (maize),2013,8.0,Wholesale
United States of America,"Other vegetables, fresh n.e.c.",2013,7.0,Wholesale
United States of America,Avocados,2013,6.0,Wholesale
United States of America,"Mangoes, guavas and mangosteens",2013,5.0,Wholesale
United States of America,Papayas,2013,5.0,Wholesale
United States of America,Pineapples,2013,5.0,Wholesale
United States of America,Pomelos and grapefruits,2013,3.0,Wholesale
United States of America,Pomelos and grapefruits,2013,3.0,Wholesale
United States of America,Lemons and limes,2013,5.0,Wholesale
United States of America,Lemons and limes,2013,4.0,Wholesale
United States of America,"Tangerines, mandarins, clementines",2013,5.0,Wholesale
United States of America,Grapes,2013,9.0,Wholesale
United States of America,Apples,2013,4.0,Wholesale
United States of America,Pears,2013,5.0,Wholesale
United States of America,Apricots,2013,9.0,Wholesale
United States of America,Peaches and nectarines,2013,5.0,Wholesale
United States of America,Plums and sloes,2013,5.0,Wholesale
United States of America,Kiwi fruit,2013,9.0,Wholesale
United States of America,Raspberries,2013,8.0,Wholesale
United States of America,Strawberries,2013,8.0,Wholesale
United States of America,Blueberries,2013,8.0,Wholesale
United States of America,Cranberries,2013,4.0,Wholesale
United States of America,Canned mushrooms,2013,35.0,Wholesale
United States of America,Orange juice,2013,39.5,Wholesale
United States of America,Grapefruit juice,2013,41.6,Wholesale
United States of America,Pineapple juice,2013,41.3,Wholesale
United States of America,Grape juice,2013,19.1,Wholesale
United States of America,Apple juice,2013,26.7,Wholesale
United States of America,Asparagus,2012,9.0,Wholesale
United States of America,Cabbages,2012,12.0,Wholesale
United States of America,Cabbages,2012,8.0,Wholesale
United States of America,Cabbages,2012,12.0,Wholesale
United States of America,Cabbages,2012,7.0,Wholesale
United States of America,Cabbages,2012,12.0,Wholesale
United States of America,Cauliflowers and broccoli,2012,8.0,Wholesale
United States of America,Cauliflowers and broccoli,2012,8.0,Wholesale
United States of America,Lettuce and chicory,2012,7.0,Wholesale
United States of America,Lettuce and chicory,2012,7.0,Wholesale
United States of America,Lettuce and chicory,2012,10.0,Wholesale
United States of America,Spinach,2012,12.0,Wholesale
United States of America,Artichokes,2012,7.0,Wholesale
United States of America,Watermelons,2012,10.0,Wholesale
United States of America,Cantaloupes and other melons,2012,8.0,Wholesale
United States of America,Cantaloupes and other melons,2012,8.0,Wholesale
United States of America,"Chillies and peppers, green (<i>Capsicum</i> spp. and <i>Pimenta</i> spp.)",2012,8.0,Wholesale
United States of America,Cucumbers and gherkins,2012,8.0,Wholesale
United States of America,Eggplants (aubergines),2012,10.0,Wholesale
United States of America,Tomatoes,2012,15.0,Wholesale
United States of America,"Pumpkins, squash and gourds",2012,10.0,Wholesale
United States of America,"Pumpkins, squash and gourds",2012,10.0,Wholesale
United States of America,Okra,2012,12.0,Wholesale
United States of America,"Other beans, green",2012,6.0,Wholesale
United States of America,"Other beans, green",2012,8.0,Wholesale
United States of America,Carrots and turnips,2012,3.0,Wholesale
United States of America,Carrots and turnips,2012,12.0,Wholesale
United States of America,Green garlic,2012,19.0,Wholesale
United States of America,"Onions and shallots, green",2012,6.0,Wholesale
United States of America,Mushrooms and truffles,2012,6.0,Wholesale
United States of America,Green corn (maize),2012,8.0,Wholesale
United States of America,"Other vegetables, fresh n.e.c.",2012,7.0,Wholesale
United States of America,Avocados,2012,6.0,Wholesale
United States of America,"Mangoes, guavas and mangosteens",2012,5.0,Wholesale
United States of America,Papayas,2012,5.0,Wholesale
United States of America,Pineapples,2012,5.0,Wholesale
United States of America,Pomelos and grapefruits,2012,3.0,Wholesale
United States of America,Pomelos and grapefruits,2012,3.0,Wholesale
United States of America,Lemons and limes,2012,5.0,Wholesale
United States of America,Lemons and limes,2012,4.0,Wholesale
United States of America,"Tangerines, mandarins, clementines",2012,5.0,Wholesale
United States of America,Grapes,2012,9.0,Wholesale
United States of America,Apples,2012,4.0,Wholesale
United States of America,Pears,2012,5.0,Wholesale
United States of America,Apricots,2012,9.0,Wholesale
United States of America,Peaches and nectarines,2012,5.0,Wholesale
United States of America,Plums and sloes,2012,5.0,Wholesale
United States of America,Kiwi fruit,2012,9.0,Wholesale
United States of America,Raspberries,2012,8.0,Wholesale
United States of America,Strawberries,2012,8.0,Wholesale
United States of America,Blueberries,2012,8.0,Wholesale
United States of America,Cranberries,2012,4.0,Wholesale
United States of America,Canned mushrooms,2012,35.0,Wholesale
United States of America,Orange juice,2012,40.1,Wholesale
United States of America,Grapefruit juice,2012,39.2,Wholesale
United States of America,Pineapple juice,2012,41.3,Wholesale
United States of America,Grape juice,2012,19.1,Wholesale
United States of America,Apple juice,2012,26.7,Wholesale
United States of America,Asparagus,2011,9.0,Wholesale
United States of America,Cabbages,2011,12.0,Wholesale
United States of America,Cabbages,2011,8.0,Wholesale
United States of America,Cabbages,2011,7.0,Wholesale
United States of America,Cabbages,2011,12.0,Wholesale
United States of America,Cabbages,2011,12.0,Wholesale
United States of America,Cauliflowers and broccoli,2011,8.0,Wholesale
United States of America,Cauliflowers and broccoli,2011,8.0,Wholesale
United States of America,Lettuce and chicory,2011,7.0,Wholesale
United States of America,Lettuce and chicory,2011,10.0,Wholesale
United States of America,Lettuce and chicory,2011,7.0,Wholesale
United States of America,Spinach,2011,12.0,Wholesale
United States of America,Artichokes,2011,7.0,Wholesale
United States of America,Watermelons,2011,10.0,Wholesale
United States of America,Cantaloupes and other melons,2011,8.0,Wholesale
United States of America,Cantaloupes and other melons,2011,8.0,Wholesale
